probes,moduleColor,GS.PCD,p.GS.PCD,MEyellow,MEyellow
IGHM,yellow,0.200680506,3.50768E-05,0.732950507,9.05617E-72
IGHJ6,yellow,0.133122324,0.006353414,0.327998449,5.76666E-12
IGHJ2,yellow,0.231395445,1.6885E-06,0.389247658,1.31282E-16
IGHJ1,yellow,0.182636679,0.000170611,0.296051941,6.36857E-10
IGHD1-26,yellow,0.080834012,0.098454489,0.524041311,6.27423E-31
IGHD5-24,yellow,0.040295943,0.410674366,0.224608168,3.42821E-06
IGHD3-22,yellow,0.089739163,0.06648623,0.476991576,3.42001E-25
IGHD2-21,yellow,0.054701714,0.263905498,0.215724969,8.38334E-06
IGHD6-19,yellow,0.032017163,0.513379412,0.261204909,5.78808E-08
IGHD5-18,yellow,0.06575457,0.179143852,0.396204036,3.3554E-17
IGHD3-16,yellow,0.16701258,0.000597849,0.397553038,2.5658E-17
IGHD2-15,yellow,0.106164177,0.029797012,0.456362912,6.05484E-23
IGHD6-13,yellow,0.116992915,0.016581244,0.496392363,1.88756E-27
IGHD3-10,yellow,0.021461592,0.661353015,0.231783552,1.62042E-06
IGHD3-9,yellow,0.150364651,0.002026932,0.498040394,1.19496E-27
IGHD3-3,yellow,0.14149787,0.003703714,0.598558396,4.41904E-42
IGHD2-2,yellow,0.135840897,0.005349336,0.645344739,1.0106E-50
IGHV6-1,yellow,0.228612672,2.26333E-06,0.502371343,3.55145E-28
IGHV1-2,yellow,0.161153926,0.000931136,0.320811342,1.74607E-11
IGHV1-3,yellow,0.141891844,0.003608321,0.495167579,2.64705E-27
IGHV2-5,yellow,0.26338127,4.44765E-08,0.533538038,3.36805E-32
IGHV3-7,yellow,0.228331536,2.33085E-06,0.576226851,1.94887E-38
IGHV3-11,yellow,0.175075023,0.000317192,0.326042364,7.81871E-12
IGHV3-13,yellow,0.137898741,0.004686824,0.504567788,1.90666E-28
IGHV3-15,yellow,0.219579062,5.71334E-06,0.4369635,5.77014E-21
IGHV3-16,yellow,0.052078761,0.287526766,0.117138957,0.016445508
IGHV1-18,yellow,0.165625709,0.000664841,0.393430366,5.80302E-17
IGHV3-20,yellow,0.009159594,0.851710797,0.183281899,0.000161631
IGHV3-21,yellow,0.20677233,1.98947E-05,0.629249257,1.39388E-47
IGHV3-23,yellow,0.227799388,2.46397E-06,0.543214506,1.55273E-33
IGHV2-26,yellow,0.261304214,5.71923E-08,0.572144845,8.43481E-38
IGHV4-28,yellow,0.090546739,0.064066927,0.294246679,8.17091E-10
IGHV3-33,yellow,0.118743755,0.015016835,0.287270909,2.10578E-09
IGHV4-34,yellow,0.216820992,7.52255E-06,0.578858365,7.49606E-39
IGHV3-35,yellow,0.177482026,0.000261078,0.447229955,5.36581E-22
IGHV3-38,yellow,0.158041921,0.001171233,0.360941445,2.44489E-14
IGHV4-39,yellow,0.120296323,0.01373953,0.335347898,1.80158E-12
IGHV1-45,yellow,0.240279209,6.46456E-07,0.393668649,5.53737E-17
IGHV1-46,yellow,0.089891457,0.066024345,0.393939683,5.24972E-17
IGHV3-48,yellow,0.206723839,1.9986E-05,0.429643626,2.98908E-20
IGHV3-49,yellow,0.008803734,0.857409237,0.170413673,0.000459152
IGHV5-51,yellow,0.240866555,6.05887E-07,0.509107999,5.19573E-29
IGHV3-53,yellow,0.083742604,0.086886384,0.219863513,5.5524E-06
IGHV1-58,yellow,0.061245479,0.210900464,0.138172893,0.004604389
IGHV4-61,yellow,0.234993659,1.14973E-06,0.452538254,1.52189E-22
IGHV3-66,yellow,0.059655857,0.223010308,0.247545555,2.8655E-07
IGHV1-69,yellow,0.144207741,0.00309121,0.285043736,2.83356E-09
IGHV2-70D,yellow,0.198571902,4.25174E-05,0.243488639,4.52739E-07
IGHV5-78,yellow,0.190388135,8.80244E-05,0.627965504,2.43625E-47
IGHV7-81,yellow,0.112122446,0.021705899,0.249758134,2.22531E-07
RNA5SP332,yellow,0.008302032,0.865455588,0.057006947,0.244276459
KRTAP29-1,yellow,0.219381518,5.82772E-06,0.482266937,8.59425E-26
TTTY2,yellow,0.023651445,0.62927024,0.07670848,0.116927017
BTF3P12,yellow,-0.147764772,0.002427014,0.208920313,1.62235E-05
AL356535.1,yellow,-0.099279338,0.042240106,0.213215443,1.07211E-05
ACKR1,yellow,0.363595051,1.53035E-14,0.311385563,7.14418E-11
CRIP1,yellow,0.366374424,9.32492E-15,0.722223088,9.27433E-69
BTF3L4P2,yellow,0.08943163,0.067427019,0.36270683,1.79105E-14
CDK7P1,yellow,-0.078756123,0.107445267,0.195832452,5.44263E-05
GIMAP1,yellow,0.455752188,7.02035E-23,0.760650374,2.88968E-80
YWHAZP2,yellow,0.237259071,8.99775E-07,0.435987417,7.20192E-21
PTMAP10,yellow,0.004198482,0.931717288,0.335086537,1.87869E-12
SUPT4H1,yellow,0.022102051,0.651902155,0.467441208,3.92462E-24
AP001282.1,yellow,-0.032051014,0.512933957,0.215375599,8.67689E-06
VDAC2P3,yellow,-0.006583332,0.893120807,0.287596076,2.01603E-09
HNRNPCP6,yellow,-0.068912112,0.159114469,0.317264363,2.98432E-11
RANP6,yellow,-0.039899948,0.415292088,0.307934434,1.18206E-10
AC091980.1,yellow,-0.07627986,0.118992265,0.243290938,4.6285E-07
SIPA1,yellow,0.064929484,0.184673142,0.509669952,4.41744E-29
NT5C3AP1,yellow,0.087775859,0.072681573,0.314447028,4.54535E-11
AC026826.1,yellow,-0.056932684,0.244892442,0.278964525,6.28779E-09
RARRES2P2,yellow,-0.039190591,0.423639949,0.197124938,4.84612E-05
HNRNPA1P13,yellow,0.00552614,0.910204819,0.253465152,1.44901E-07
LBH,yellow,0.419912494,2.50424E-19,0.631423319,5.38207E-48
GPSM3,yellow,0.466710747,4.7151E-24,0.932303546,2.7644E-186
LAT,yellow,0.122052044,0.012411149,0.709008846,3.06242E-65
SETP22,yellow,0.113732179,0.019877867,0.390113616,1.10973E-16
EEF1A1P15,yellow,-0.023923955,0.62532456,0.216624811,7.67017E-06
KLRK1,yellow,0.270701498,1.80183E-08,0.601706715,1.28321E-42
KCTD11,yellow,0.292092978,1.09749E-09,0.508884033,5.54241E-29
RPL7AP64,yellow,0.40635213,4.32524E-18,0.48727977,2.2621E-26
UBD,yellow,0.106690506,0.028990774,0.289611472,1.53713E-09
NPM1P33,yellow,-0.12624542,0.009686707,0.302440747,2.59968E-10
IRF9,yellow,0.040537708,0.407870135,0.423834588,1.07203E-19
AC078899.1,yellow,0.110059205,0.024260802,0.375837581,1.66468E-15
ACTN4P2,yellow,-0.063953309,0.191376259,0.208780771,1.6441E-05
HNRNPA1P43,yellow,-0.085947856,0.07886567,0.24234535,5.14283E-07
C19orf38,yellow,0.120429985,0.013634171,0.301544504,2.95178E-10
AC018695.1,yellow,-0.108345367,0.026576599,0.232724899,1.46604E-06
LGMNP1,yellow,0.223072149,4.01203E-06,0.553776213,4.81063E-35
AC022296.2,yellow,0.186409328,0.000124042,0.45836194,3.72282E-23
PAFAH1B1P1,yellow,0.108616862,0.026197526,0.304015256,2.07755E-10
STARD10,yellow,-0.313547876,5.19373E-11,-0.273806751,1.21808E-08
COPS8P2,yellow,-0.011619947,0.812539003,0.305038207,1.79464E-10
RPL21P41,yellow,0.013023528,0.79039336,0.251718677,1.77508E-07
RPL9P16,yellow,0.039899429,0.415298166,0.368762993,6.06845E-15
NPAP1P2,yellow,0.063724389,0.192973692,0.073226922,0.134536569
MRPS5P3,yellow,0.033991399,0.487739563,0.225608154,3.09276E-06
AL355076.1,yellow,0.017075838,0.727453528,0.277334751,7.76043E-09
MS4A18,yellow,0.027445421,0.575328706,0.324291272,1.02492E-11
MS4A4E,yellow,0.365702749,1.05155E-14,0.445215839,8.60558E-22
AP002358.1,yellow,0.122100138,0.012376414,0.38925584,1.31074E-16
SMTNL1,yellow,0.068873624,0.159348,0.348280238,2.15444E-13
LINC00243,yellow,0.235672611,1.06856E-06,0.775725278,2.15659E-85
RPS15AP3,yellow,0.06624315,0.175928008,0.262001868,5.25728E-08
AC025538.1,yellow,0.064876027,0.185035673,0.292480211,1.04098E-09
ACSM4,yellow,0.092589896,0.058268086,0.266152334,3.16932E-08
IGLV8OR8-1,yellow,0.121138501,0.013087478,0.187224624,0.000115689
AL354941.1,yellow,-0.066787634,0.172394955,0.161372995,0.000916078
ZNF705D,yellow,-0.067165491,0.169974384,0.105683845,0.030549478
CALM2P3,yellow,-0.029812646,0.542814882,0.266556113,3.01566E-08
RPS4XP4,yellow,-0.158672654,0.001118393,0.178366692,0.000242896
GRK6P1,yellow,0.032100064,0.512288857,0.395505769,3.85345E-17
BCORP1,yellow,0.065908336,0.178127097,0.275265577,1.01171E-08
TNFRSF25,yellow,0.015466826,0.752252158,0.318088027,2.63671E-11
RSL24D1P4,yellow,0.074391702,0.128430993,0.635272368,9.79796E-49
RFKP1,yellow,0.114231985,0.019338226,0.175910321,0.000296554
MIR887,yellow,-0.01075943,0.826191679,0.117779462,0.015861623
IFI30,yellow,0.240313997,6.43982E-07,0.458332458,3.74971E-23
COX6A1P3,yellow,-0.077224114,0.114479796,0.246499184,3.22678E-07
ANXA2P3,yellow,0.078537254,0.108428839,0.310234575,8.45675E-11
AL589993.1,yellow,0.176754263,0.000276981,0.372339317,3.16829E-15
AL049693.1,yellow,0.05436414,0.266868464,0.133674703,0.006136679
RPS7P5,yellow,-0.036352212,0.458006407,0.21553373,8.54283E-06
TUBB4BP7,yellow,-0.019597542,0.689162628,0.363767194,1.48431E-14
HMGB1P17,yellow,0.099122518,0.042568157,0.403038826,8.50872E-18
RPS16P5,yellow,0.201900391,3.13537E-05,0.510482124,3.49207E-29
ADAMTS7P4,yellow,0.178979358,0.000231005,0.589891117,1.24021E-40
KRT18P22,yellow,0.176423877,0.000284495,0.375723536,1.70018E-15
RPL22P14,yellow,-0.012990041,0.790919839,0.268062278,2.50354E-08
LINC01644,yellow,0.256784452,9.81155E-08,0.256757805,9.84252E-08
LINGO3,yellow,0.279003243,6.25634E-09,0.727666811,2.8684E-70
AL356131.1,yellow,0.008302032,0.865455588,0.057006947,0.244276459
AL034345.1,yellow,0.07034838,0.150583072,0.11468167,0.018863647
VAMP2,yellow,0.093103793,0.056880015,0.261498678,5.58666E-08
MIR548O,yellow,0.125867367,0.009908447,0.352169799,1.11556E-13
RNU4ATAC2P,yellow,0.040295943,0.410674366,0.224608168,3.42821E-06
MIR548H3,yellow,0.077546631,0.112969644,0.353690698,8.60294E-14
MIR1289-1,yellow,-0.017173361,0.725959272,0.137785754,0.004721184
FXYD7,yellow,-0.005756722,0.906474854,0.276030301,9.17491E-09
KIR2DS4,yellow,0.125900074,0.009889086,0.204863163,2.38073E-05
AC011997.1,yellow,-0.138526967,0.004499859,0.284393495,3.08858E-09
KIAA2012-AS1,yellow,-0.043421895,0.375301313,0.022624335,0.644236077
IGLC6,yellow,0.199053196,4.06981E-05,0.392678446,6.72611E-17
RNA5SP177,yellow,-0.047558598,0.331477772,0.056246503,0.250635433
RN7SKP154,yellow,0.059959981,0.220655927,0.097513253,0.046060351
RN7SKP225,yellow,0.070972475,0.146986122,0.229885883,1.98028E-06
RN7SKP221,yellow,0.00651557,0.894214433,0.21940794,5.8123E-06
RN7SKP127,yellow,0.082940289,0.089962411,0.237884754,8.40508E-07
RN7SKP29,yellow,0.029372221,0.548794431,0.125342696,0.010223645
MIR1913,yellow,0.040904579,0.403636585,0.378174522,1.07827E-15
RN7SKP268,yellow,-0.012595528,0.797129369,0.182074051,0.000178822
RNU4-61P,yellow,-0.017010641,0.728453048,0.305505272,1.6783E-10
RNA5SP39,yellow,0.126293805,0.009658648,0.503135569,2.8618E-28
RNU6-603P,yellow,0.074391702,0.128430993,0.635272368,9.79796E-49
IGLV9-49,yellow,0.157106179,0.00125387,0.378271627,1.05891E-15
SLC20A1P1,yellow,0.007171472,0.883637422,0.263896586,4.17725E-08
AL683807.1,yellow,0.27174542,1.58048E-08,0.626768063,4.09159E-47
HLA-DQB1-AS1,yellow,0.312497535,6.06573E-11,0.636014761,7.0345E-49
CCR5AS,yellow,0.113160476,0.020511154,0.282171552,4.13927E-09
AC241585.1,yellow,0.340658572,7.62218E-13,0.460153689,2.40081E-23
CYCSP32,yellow,0.068042484,0.164454279,0.386451451,2.25126E-16
IGHV3-64,yellow,0.162809567,0.000822773,0.428142147,4.16805E-20
SUPT20HL1,yellow,0.206692783,2.00447E-05,0.182505252,0.000172497
SIRPB3P,yellow,0.22159357,4.66286E-06,0.632138408,3.92911E-48
IL10RB-DT,yellow,0.041277807,0.399356692,0.280347774,5.25371E-09
IGKV1OR2-2,yellow,0.119814805,0.014125048,0.63381052,1.87649E-48
DAZAP2P1,yellow,0.176455646,0.000283765,0.3643641,1.33496E-14
HLA-DPB1,yellow,0.360736308,2.5346E-14,0.636692442,5.19433E-49
AL157402.1,yellow,0.090562529,0.064020355,0.564651611,1.17822E-36
AC142381.1,yellow,0.279139443,6.14688E-09,0.527541875,2.15787E-31
CHROMR,yellow,0.137618158,0.004772569,0.538973425,6.0548E-33
AL603910.1,yellow,-0.085344185,0.080999177,0.069950433,0.15291129
Z97198.1,yellow,0.045931065,0.348310302,0.260880402,6.01873E-08
IGKV3D-15,yellow,0.11400985,0.01957647,0.359614224,3.08545E-14
POTEF-AS1,yellow,-0.036251118,0.4592585,0.04178695,0.393562299
LINC01857,yellow,0.28086184,4.91311E-09,0.803704662,4.65771E-96
ASH2LP1,yellow,0.049240647,0.314641764,0.501008945,5.21172E-28
LINC02828,yellow,0.18865325,0.000102313,0.200571131,3.54304E-05
SDHDP6,yellow,0.125448575,0.010159331,0.3225557,1.33799E-11
DTNB-AS1,yellow,0.059243044,0.226234683,0.560045517,5.76481E-36
OR2J4P,yellow,0.025267826,0.606024334,0.088537905,0.070223166
AC073508.1,yellow,-0.006556385,0.893555696,0.06253108,0.201458993
DPRXP1,yellow,0.062281863,0.203264825,0.302727543,2.49591E-10
OACYLP,yellow,0.189879408,9.20068E-05,0.264002232,4.12381E-08
IGHV4-59,yellow,0.123161767,0.01163121,0.464718287,7.76067E-24
LINC00539,yellow,0.217101986,7.31582E-06,0.749865387,7.97129E-77
AL356417.1,yellow,0.217576994,6.97862E-06,0.709953964,1.7417E-65
ZNF619P1,yellow,-0.011744969,0.810560064,0.108700464,0.026081739
HLA-DPB2,yellow,0.282026726,4.21865E-09,0.583665395,1.27953E-39
AC083863.1,yellow,-0.087435179,0.073803106,0.264686533,3.79333E-08
AC103563.1,yellow,0.045924265,0.348381739,0.240209334,6.51453E-07
AC073626.1,yellow,0.012433426,0.799684545,0.149656942,0.002129395
IGKV1D-27,yellow,0.068843368,0.159531759,0.130609986,0.007428259
AC108879.1,yellow,0.093628901,0.055490092,0.616236439,3.55424E-45
IGHV3-74,yellow,0.224796052,3.36264E-06,0.479350887,1.8495E-25
ETV7-AS1,yellow,0.018657001,0.703357939,0.349998196,1.61276E-13
RPL32P1,yellow,0.24426327,4.15133E-07,0.547283119,4.13213E-34
BEND3P2,yellow,0.254481275,1.28672E-07,0.198041152,4.46127E-05
EML4-AS1,yellow,0.16500993,0.00069676,0.729769313,7.32379E-71
RPL21P91,yellow,-0.022647332,0.643899387,0.178381569,0.0002426
AL158207.1,yellow,0.178781453,0.000234785,0.558465254,9.88296E-36
KIF4CP,yellow,0.04660116,0.341315444,0.22677712,2.74037E-06
FTH1P22,yellow,0.354206393,7.87491E-14,0.85759596,1.7527E-122
SETP20,yellow,0.041325375,0.398813173,0.388374676,1.55443E-16
PSME2P2,yellow,-0.111259167,0.022745025,0.248537777,2.55909E-07
RPL10P17,yellow,0.039539826,0.419517912,0.261920553,5.30921E-08
AC078883.1,yellow,0.107571602,0.027682965,0.527468332,2.20709E-31
INTS6L-AS1,yellow,0.145971743,0.002743558,0.310553442,8.07128E-11
LINC01678,yellow,0.209553052,1.52712E-05,0.359308239,3.255E-14
LRRK2-DT,yellow,-0.174183516,0.00034069,0.210254265,1.42779E-05
AL035252.1,yellow,0.002743028,0.955357148,0.189760677,9.29604E-05
AC243962.1,yellow,0.300286341,3.52538E-10,0.476978265,3.43185E-25
IGKV1OR9-2,yellow,0.156005855,0.001357889,0.383946103,3.63403E-16
RBMS1P1,yellow,0.272579912,1.42269E-08,0.335907662,1.6467E-12
AL590233.1,yellow,0.192858195,7.08903E-05,0.628719138,1.7559E-47
GBP1P1,yellow,0.117235993,0.016355858,0.371450228,3.72668E-15
IGKV6D-21,yellow,0.048458653,0.322398006,0.121589135,0.012749903
Z82206.1,yellow,-0.065843693,0.178554017,0.392011236,7.66504E-17
AL161644.1,yellow,-0.007807292,0.873403936,0.35472753,7.20059E-14
AP001046.1,yellow,0.23987101,6.76174E-07,0.306431759,1.46884E-10
SAR1AP3,yellow,0.003261516,0.946930156,0.198930994,4.11529E-05
CADM3-AS1,yellow,0.300412986,3.46306E-10,0.259366364,7.21736E-08
LINC01771,yellow,0.122583149,0.012032296,0.472286586,1.14891E-24
IGHV3-72,yellow,0.306516235,1.45106E-10,0.530299183,9.22769E-32
AL031846.1,yellow,0.266079347,3.19789E-08,0.593348371,3.3197E-41
AC245517.1,yellow,0.000328144,0.994656708,0.430632299,2.39918E-20
RPL7P45,yellow,-0.023951055,0.624932748,0.176665675,0.000278978
IGHD6-25,yellow,0.160285834,0.00099308,0.699082746,1.00451E-62
HLA-S,yellow,0.040622777,0.40688613,0.215860201,8.27227E-06
AL645939.1,yellow,0.127590477,0.008933101,0.235263962,1.11673E-06
AC009365.2,yellow,0.0587554,0.230086081,0.197624465,4.63257E-05
AC023590.1,yellow,0.234071912,1.26942E-06,0.575314008,2.70925E-38
AL445490.1,yellow,0.126824699,0.009355488,0.24908795,2.40304E-07
AP000949.1,yellow,-0.034959749,0.475419759,0.181971496,0.000180358
LINC02648,yellow,0.19468696,6.02862E-05,0.457786245,4.28397E-23
NRIR,yellow,0.071995733,0.141230801,0.433405213,1.29006E-20
MTND1P23,yellow,-0.029353804,0.549045176,0.132660537,0.006539845
TRGVA,yellow,0.06100352,0.212712502,0.242137099,5.26326E-07
LINC02528,yellow,0.300852869,3.25481E-10,0.742960741,1.03077E-74
LGALS17A,yellow,0.014773926,0.763012101,0.284264284,3.14184E-09
LINC00623,yellow,-0.046821507,0.33903504,0.35049023,1.48391E-13
HNRNPA3P4,yellow,-0.068556648,0.161281124,0.217754574,6.8564E-06
LINC01907,yellow,0.153025882,0.001680698,0.264496892,3.88226E-08
AL359502.1,yellow,0.016178015,0.74125789,0.34488052,3.80151E-13
AL583785.1,yellow,0.173256767,0.000366831,0.396668579,3.05971E-17
TRGV6,yellow,0.23893524,7.49333E-07,0.34046045,7.87308E-13
Z82188.1,yellow,0.038407596,0.432967005,0.536445204,1.35034E-32
GAS1RR,yellow,0.268613744,2.33795E-08,0.500456835,6.08516E-28
RAD23BP3,yellow,-0.017169041,0.726025441,0.224311882,3.5341E-06
IGLV3-4,yellow,-0.022559225,0.645189722,0.206643147,2.01389E-05
AC093642.1,yellow,0.058413637,0.23281286,0.609753568,5.10771E-44
MICC,yellow,0.005673631,0.907818722,0.267277231,2.75896E-08
MTCYBP31,yellow,-0.034212795,0.484907814,0.104719314,0.032109681
AC245291.1,yellow,0.014835067,0.762060774,0.127159672,0.009168587
AL450344.2,yellow,-0.027523518,0.574241571,0.338109528,1.15421E-12
ACTG1P12,yellow,-0.0965516,0.048259716,0.20522738,2.30086E-05
TRBV2,yellow,0.263115946,4.59338E-08,0.615549373,4.72819E-45
AL020998.1,yellow,0.107001171,0.028523731,0.554414778,3.88366E-35
FAM30A,yellow,0.059360063,0.225317326,0.506104211,1.23069E-28
LINC02611,yellow,0.349531455,1.74507E-13,0.712409443,3.97721E-66
LCT-AS1,yellow,0.213251644,1.06834E-05,0.757541188,2.95975E-79
LINC02785,yellow,0.258586042,7.92201E-08,0.4614951,1.72579E-23
LINC00161,yellow,0.037644284,0.442172528,0.335002871,1.90405E-12
RPS4XP2,yellow,-0.187343014,0.000114521,0.306148591,1.53E-10
LINC00423,yellow,0.120332201,0.013711179,0.211919555,1.21593E-05
LTA,yellow,0.281300534,4.63947E-09,0.870983066,8.865E-131
CENPCP1,yellow,0.090695651,0.063628829,0.262943183,4.69075E-08
ITGB2-AS1,yellow,0.29752011,5.19355E-10,0.792151369,1.8668E-91
AC022483.1,yellow,0.043309776,0.376536675,0.226507619,2.81803E-06
AP002856.1,yellow,0.063362414,0.195519482,0.067554477,0.167509124
AL161725.1,yellow,0.155127424,0.001446561,0.508255409,6.64236E-29
TRGC2,yellow,0.274640185,1.09566E-08,0.733154803,7.91043E-72
IGHD4-23,yellow,0.045654147,0.351227255,0.326760146,6.99408E-12
AL356276.1,yellow,0.177164587,0.000267907,0.610512139,3.75118E-44
ARID3BP1,yellow,0.024512772,0.616835586,0.299292541,4.05378E-10
IGHJ1P,yellow,0.18101885,0.000195228,0.577621695,1.17572E-38
KIF1C-AS1,yellow,0.10029617,0.040164311,0.5356771,1.72065E-32
AL162414.1,yellow,0.274452144,1.12219E-08,0.66674326,3.35276E-55
TRBV7-5,yellow,0.195776507,5.46995E-05,0.336258526,1.55634E-12
RNF11P2,yellow,-0.002980173,0.951502153,0.191350255,8.09325E-05
AL355581.1,yellow,0.207463649,1.86348E-05,0.564698586,1.15915E-36
AP000282.1,yellow,0.087270031,0.074351834,0.231558152,1.65963E-06
AL671277.1,yellow,-0.034141456,0.485819297,0.206944264,1.9574E-05
AL158198.1,yellow,0.142457063,0.003475352,0.259441492,7.15281E-08
AC062032.1,yellow,-0.015101283,0.757922788,0.337219844,1.33288E-12
AL158837.1,yellow,0.06974825,0.15410458,0.39656721,3.12196E-17
AL353597.1,yellow,0.118528113,0.015202245,0.32083726,1.7392E-11
AL357874.1,yellow,0.076753977,0.116709453,0.355840202,5.94459E-14
DHX9P1,yellow,-0.037858113,0.439582566,0.30594043,1.57653E-10
CYP1D1P,yellow,-0.054335718,0.267118973,0.065558419,0.180447108
AL139246.3,yellow,-0.041035418,0.402133114,0.301566904,2.94244E-10
EIF3JP1,yellow,-0.022141864,0.651316477,0.163343843,0.000790373
MTCO3P40,yellow,-0.120097616,0.013897484,0.11502109,0.018512191
RANP5,yellow,-0.04893937,0.317615404,0.294373441,8.02963E-10
HLA-U,yellow,0.091908178,0.060152614,0.256572008,1.00611E-07
AC009296.1,yellow,-0.105679657,0.030556109,0.251328202,1.8571E-07
AL162726.2,yellow,-0.130770871,0.007354843,0.060928196,0.213278885
IGHD6-6,yellow,-0.009439375,0.847236008,0.3328958,2.66525E-12
HNRNPA1P21,yellow,0.353744658,8.52377E-14,0.71273801,3.26018E-66
PNRC2P1,yellow,0.142752273,0.003407684,0.433145829,1.36748E-20
AP001610.2,yellow,0.158009422,0.001174017,0.254878984,1.2281E-07
IGKV3D-7,yellow,0.082759085,0.090669084,0.388156448,1.62135E-16
LINC01890,yellow,0.279171539,6.12136E-09,0.447491162,5.0458E-22
AC035139.1,yellow,0.153039605,0.001679062,0.438426186,4.13382E-21
AL031056.1,yellow,0.178295157,0.000244321,0.353315691,9.17334E-14
AL645634.1,yellow,-0.002536132,0.95872127,0.460117196,2.42242E-23
AL590764.1,yellow,0.126583018,0.009492432,0.460457728,2.22801E-23
AL049734.1,yellow,-0.050670354,0.300779808,0.167273024,0.000585989
LINC01013,yellow,0.194218015,6.28527E-05,0.60104772,1.66417E-42
AC004837.2,yellow,0.042516372,0.385349926,0.16999986,0.000474263
MIR4432HG,yellow,0.118441324,0.015277433,0.581833372,2.51865E-39
POLR2CP1,yellow,0.159998355,0.001014418,0.416462141,5.23432E-19
AC079793.1,yellow,0.18871496,0.00010177,0.485065849,4.08991E-26
PSMD10P1,yellow,0.117057719,0.016520893,0.54985416,1.77335E-34
TRGV5P,yellow,0.300716728,3.31792E-10,0.703939914,6.08058E-64
AL645998.1,yellow,-0.060942239,0.213173208,0.268738721,2.30192E-08
AF013593.1,yellow,0.06779866,0.165975311,0.297016281,5.5708E-10
EIF4BP2,yellow,-0.071512841,0.14392495,0.203598173,2.67903E-05
LINC00954,yellow,0.137905644,0.004684732,0.658909759,1.61339E-53
AC017007.1,yellow,0.023254458,0.635037136,0.309178702,9.86559E-11
PIK3IP1-DT,yellow,-0.054547123,0.265259567,0.39242269,7.07185E-17
AL121985.1,yellow,0.142200638,0.003535116,0.351898161,1.16838E-13
AC234771.2,yellow,0.027166497,0.579219309,0.160597839,0.000970392
AL137792.2,yellow,0.032878518,0.50210751,0.116386082,0.017155809
LINC01690,yellow,0.005696474,0.907449244,0.236013663,1.0299E-06
LINC01038,yellow,-0.03538143,0.470108582,0.100416353,0.039924761
BTBD6P1,yellow,0.150087062,0.002066572,0.647557369,3.61495E-51
AL390774.1,yellow,-0.030909996,0.528058525,0.097942234,0.045106718
AC233976.1,yellow,0.062477566,0.201845772,0.461315959,1.80373E-23
RUNX3-AS1,yellow,0.281581911,4.4718E-09,0.566292599,6.65182E-37
SERPINH1P1,yellow,0.001058976,0.982757503,0.333419455,2.45213E-12
LINC00582,yellow,0.184857499,0.000141528,0.506476912,1.10633E-28
AC091493.1,yellow,0.138382837,0.004542148,0.357912922,4.1512E-14
BX284656.1,yellow,0.098138527,0.044675918,0.12431256,0.01086848
AL133268.3,yellow,0.061247894,0.210882437,0.275736717,9.5261E-09
HLA-DRB6,yellow,0.249529543,2.28446E-07,0.415822637,5.99514E-19
AC062039.1,yellow,0.029250885,0.55044746,0.183084409,0.000164331
AC092580.1,yellow,0.148210602,0.00235366,0.38724248,1.93372E-16
USP9YP8,yellow,-0.000578532,0.990579693,0.2434235,4.56047E-07
PATL2,yellow,0.076870484,0.116153769,0.561259624,3.80252E-36
LINC00428,yellow,0.103075101,0.034926242,0.576701189,1.64159E-38
AL353597.2,yellow,0.107103312,0.028371593,0.393478632,5.74822E-17
LINC01501,yellow,0.099443519,0.041898944,0.531894204,5.62503E-32
MBNL1-AS1,yellow,0.160060791,0.001009748,0.351867107,1.17457E-13
LINC01150,yellow,0.340487104,7.83886E-13,0.495998465,2.10473E-27
AC018644.1,yellow,0.242463736,5.07555E-07,0.40888104,2.56748E-18
CXCR2P1,yellow,0.341164198,7.01677E-13,0.690993661,9.48012E-61
AL035665.1,yellow,0.187102983,0.000116901,0.24978861,2.21754E-07
SLC25A38P1,yellow,-0.040372264,0.409787891,0.196209316,5.2619E-05
PYHIN5P,yellow,0.008302032,0.865455588,0.057006947,0.244276459
IMMTP1,yellow,0.053792546,0.2719373,0.395915399,3.5531E-17
AL138899.2,yellow,0.257514858,8.99824E-08,0.363525856,1.54925E-14
LINC02865,yellow,0.130518833,0.007470144,0.658012387,2.496E-53
YWHAZP3,yellow,0.227980951,2.41775E-06,0.417013884,4.65487E-19
B3GNT2P1,yellow,-0.078366663,0.109200369,0.080303336,0.100691675
AL357143.1,yellow,0.111904234,0.021964594,0.218959702,6.0793E-06
AL445646.1,yellow,0.079866221,0.102564594,0.264534632,3.8644E-08
ANKRD36BP2,yellow,0.152708636,0.001718917,0.574244105,3.98071E-38
STK24P1,yellow,0.179602279,0.000219475,0.312562351,6.00802E-11
TRBV5-4,yellow,0.226095731,2.94081E-06,0.737030498,5.93449E-73
AC138207.1,yellow,0.285139633,2.79773E-09,0.479304939,1.87186E-25
RPS3AP11,yellow,-0.093212882,0.056588913,0.330130384,4.12806E-12
LINC02812,yellow,0.32297476,1.25479E-11,0.737379522,4.68932E-73
AIDAP1,yellow,0.107187333,0.028246967,0.299558785,3.90511E-10
CEP250-AS1,yellow,0.246814582,3.11351E-07,0.713775844,1.73672E-66
FKBP1AP3,yellow,-0.045877008,0.348878508,0.208953666,1.61719E-05
ARMC2-AS1,yellow,0.039835777,0.416043264,0.257441567,9.07682E-08
HCG24,yellow,0.108792259,0.025955112,0.268952031,2.24166E-08
